lat,lon,hour,ping_count
46.75,-1.25,19,102
46.75,-1.25,4,83
46.75,-1.25,11,78
46.75,-1.25,1,43
46.75,-1.25,16,58
46.75,-1.25,8,51
46.75,-1.25,23,125
46.75,-1.25,21,41
46.75,-1.25,13,41
46.75,-1.25,20,163
46.75,-1.25,18,45
46.75,-1.25,9,23
46.75,-1.25,17,76
46.75,-1.25,22,54
46.75,-1.25,6,43
46.75,-1.25,15,37
46.75,-1.25,10,40
46.75,-1.25,0,55
47.5,0.0,12,103
47.5,0.0,3,224
47.5,0.0,6,117
47.5,0.0,14,87
47.5,0.0,13,115
47.5,0.0,21,80
47.5,0.0,23,118
47.5,0.0,5,134
47.5,0.0,11,120
47.5,0.0,19,127
47.5,0.0,2,88
47.5,0.0,4,228
47.5,0.0,18,105
47.5,0.0,0,103
47.5,0.0,10,58
47.5,0.0,20,326
47.5,0.0,22,76
47.5,0.0,17,164
47.5,0.0,7,137
47.5,0.0,9,106
47.5,0.0,1,94
47.5,0.0,15,150
47.5,0.0,16,148
47.5,0.0,8,88
47.5,-0.75,9,157
47.5,-0.75,17,150
47.5,-0.75,22,77
47.5,-0.75,4,257
47.5,-0.75,7,132
47.5,-0.75,20,318
47.5,-0.75,0,109
47.5,-0.75,15,139
47.5,-0.75,19,172
47.5,-0.75,3,194
47.5,-0.75,18,103
47.5,-0.75,16,163
47.5,-0.75,5,135
47.5,-0.75,23,102
47.5,-0.75,10,95
47.5,-0.75,13,91
47.5,-0.75,1,113
47.5,-0.75,6,90
47.5,-0.75,12,110
47.5,-0.75,11,138
47.5,-0.75,8,128
47.5,-0.75,2,168
47.5,-0.75,14,76
47.5,-0.75,21,126
47.25,-1.75,1,57
47.25,-1.75,6,38
47.25,-1.75,20,176
47.25,-1.75,11,53
47.25,-1.75,21,60
47.25,-1.75,0,59
47.25,-1.75,17,83
47.25,-1.75,15,76
47.25,-1.75,5,46
47.25,-1.75,10,36
47.25,-1.75,16,59
47.25,-1.75,4,116
47.25,-1.75,13,53
47.25,-1.75,3,59
47.25,-1.75,9,46
47.25,-1.75,23,45
47.25,-1.75,12,68
47.25,-1.75,8,53
47.25,-1.75,18,44
47.25,-1.75,7,111
47.25,-1.75,19,35
47.25,-1.75,14,41
47.25,-1.75,2,51
47.25,-1.75,22,28
47.25,-1.25,15,90
47.25,-1.25,17,86
47.25,-1.25,4,84
47.25,-1.25,3,71
47.25,-1.25,1,45
47.25,-1.25,0,45
47.25,-1.25,13,43
47.25,-1.25,21,82
47.25,-1.25,20,170
47.25,-1.25,23,47
47.25,-1.25,10,43
47.25,-1.25,14,51
47.25,-1.25,22,40
47.25,-1.25,5,53
47.25,-1.25,2,59
47.25,-1.25,6,60
47.25,-1.25,8,55
47.25,-1.25,7,103
47.25,-1.25,16,74
47.25,-1.25,9,36
47.25,-1.25,19,48
47.25,-1.25,11,42
47.25,-1.25,12,60
47.25,-1.25,18,22
47.0,-1.0,15,64
47.0,-1.0,21,127
47.0,-1.0,14,63
47.0,-1.0,4,145
47.0,-1.0,6,49
47.0,-1.0,0,24
47.0,-1.0,19,47
47.0,-1.0,3,147
47.0,-1.0,20,152
47.0,-1.0,11,46
47.0,-1.0,13,46
47.0,-1.0,16,65
47.0,-1.0,18,33
47.0,-1.0,5,38
47.0,-1.0,9,41
47.0,-1.0,17,57
47.0,-1.0,22,41
47.0,-1.0,10,58
47.0,-1.0,1,53
47.0,-1.0,2,59
47.0,-1.0,8,68
47.0,-1.0,7,73
47.0,-1.0,12,55
47.0,-1.0,23,34
46.5,-1.5,5,50
46.5,-1.5,1,59
46.5,-1.5,0,40
46.5,-1.5,6,43
46.5,-1.5,20,110
46.5,-1.5,16,56
46.5,-1.5,11,59
46.5,-1.5,10,64
46.5,-1.5,8,62
46.5,-1.5,4,166
46.5,-1.5,3,97
46.5,-1.5,21,139
46.5,-1.5,18,70
46.5,-1.5,9,46
46.5,-1.5,15,65
46.5,-1.5,13,31
46.5,-1.5,7,73
46.5,-1.5,17,47
46.5,-1.5,19,24
46.5,-1.5,12,42
46.5,-1.5,14,25
46.5,-1.5,22,50
46.5,-1.5,2,33
46.5,-1.5,23,46
47.25,-0.25,3,91
47.25,-0.25,16,56
47.25,-0.25,2,56
47.25,-0.25,7,46
47.25,-0.25,21,191
47.25,-0.25,22,59
47.25,-0.25,5,65
47.25,-0.25,8,68
47.25,-0.25,14,29
47.25,-0.25,11,44
47.25,-0.25,20,100
47.25,-0.25,1,59
47.25,-0.25,4,90
47.25,-0.25,12,35
47.25,-0.25,9,31
47.25,-0.25,10,32
47.25,-0.25,17,49
47.25,-0.25,6,48
47.25,-0.25,19,43
47.25,-0.25,13,49
47.25,-0.25,23,58
47.25,-0.25,0,32
47.25,-0.25,18,43
47.25,-0.25,15,75
43.25,5.25,0,30
43.25,5.25,6,69
43.25,5.25,13,71
43.25,5.25,21,200
43.25,5.25,15,84
43.25,5.25,18,51
43.25,5.25,8,71
43.25,5.25,4,176
43.25,5.25,14,58
43.25,5.25,10,48
43.25,5.25,11,38
43.25,5.25,9,32
43.25,5.25,12,41
43.25,5.25,7,61
43.25,5.25,1,55
43.25,5.25,5,120
43.25,5.25,16,88
43.25,5.25,3,64
43.25,5.25,2,88
43.25,5.25,22,45
43.25,5.25,19,50
43.25,5.25,20,65
43.25,5.25,17,66
43.25,5.25,23,44
44.5,5.0,3,27
44.5,5.0,21,92
44.5,5.0,9,32
44.5,5.0,18,18
44.5,5.0,4,59
44.5,5.0,19,16
44.5,5.0,20,36
44.5,5.0,12,27
44.5,5.0,1,20
44.5,5.0,7,18
44.5,5.0,23,16
44.5,5.0,10,27
44.5,5.0,11,15
44.5,5.0,5,37
44.5,5.0,8,28
44.5,5.0,2,31
44.5,5.0,6,17
44.5,5.0,16,18
44.5,5.0,0,15
44.5,5.0,17,24
44.5,5.0,13,29
44.5,5.0,15,11
44.5,5.0,22,14
44.5,5.0,14,13
43.5,5.5,2,41
43.5,5.5,3,58
43.5,5.5,20,69
43.5,5.5,9,57
43.5,5.5,7,38
43.5,5.5,1,29
43.5,5.5,18,52
43.5,5.5,10,61
43.5,5.5,12,45
43.5,5.5,4,155
43.5,5.5,21,161
43.5,5.5,8,40
43.5,5.5,19,34
43.5,5.5,15,54
43.5,5.5,0,44
43.5,5.5,6,57
43.5,5.5,11,42
43.5,5.5,17,79
43.5,5.5,5,117
43.5,5.5,22,118
43.5,5.5,13,64
43.5,5.5,14,70
43.5,5.5,23,40
43.5,5.5,16,71
42.5,9.0,19,18
42.5,9.0,20,40
42.5,9.0,17,49
42.5,9.0,23,19
42.5,9.0,18,26
42.5,9.0,1,29
42.5,9.0,6,38
42.5,9.0,21,127
42.5,9.0,14,38
42.5,9.0,9,19
42.5,9.0,2,34
42.5,9.0,3,34
42.5,9.0,5,62
42.5,9.0,16,34
42.5,9.0,4,70
42.5,9.0,0,31
42.5,9.0,22,30
42.5,9.0,7,35
42.5,9.0,8,27
42.5,9.0,15,29
42.5,9.0,10,18
42.5,9.0,13,23
42.5,9.0,11,13
42.5,9.0,12,14
44.25,4.75,3,21
44.25,4.75,15,45
44.25,4.75,18,19
44.25,4.75,8,37
44.25,4.75,13,37
44.25,4.75,23,22
44.25,4.75,4,81
44.25,4.75,0,22
44.25,4.75,1,29
44.25,4.75,10,12
44.25,4.75,2,49
44.25,4.75,16,49
44.25,4.75,6,27
44.25,4.75,9,9
44.25,4.75,7,28
44.25,4.75,17,58
44.25,4.75,11,20
44.25,4.75,21,122
44.25,4.75,12,27
44.25,4.75,20,28
44.25,4.75,22,34
44.25,4.75,5,32
44.25,4.75,19,21
44.25,4.75,14,25
43.25,5.5,23,344
43.25,5.5,4,709
43.25,5.5,10,320
43.25,5.5,16,453
43.25,5.5,5,639
43.25,5.5,21,496
43.25,5.5,1,343
43.25,5.5,20,264
43.25,5.5,17,429
43.25,5.5,6,429
43.25,5.5,3,528
43.25,5.5,2,441
43.25,5.5,22,525
43.25,5.5,13,547
43.25,5.5,8,379
43.25,5.5,11,350
43.25,5.5,15,366
43.25,5.5,7,393
43.25,5.5,19,360
43.25,5.5,18,332
43.25,5.5,14,475
43.25,5.5,12,434
43.25,5.5,9,373
43.25,5.5,0,509
44.0,4.75,17,119
44.0,4.75,7,96
44.0,4.75,15,110
44.0,4.75,3,138
44.0,4.75,22,272
44.0,4.75,2,67
44.0,4.75,5,162
44.0,4.75,12,130
44.0,4.75,8,166
44.0,4.75,4,206
44.0,4.75,21,217
44.0,4.75,16,120
44.0,4.75,6,91
44.0,4.75,14,56
44.0,4.75,23,71
44.0,4.75,20,86
44.0,4.75,13,127
44.0,4.75,9,72
44.0,4.75,18,98
44.0,4.75,10,78
44.0,4.75,11,53
44.0,4.75,1,59
44.0,4.75,0,120
44.0,4.75,19,89
44.0,5.0,23,58
44.0,5.0,4,123
44.0,5.0,6,59
44.0,5.0,10,51
44.0,5.0,17,58
44.0,5.0,5,117
44.0,5.0,3,58
44.0,5.0,0,86
44.0,5.0,22,221
44.0,5.0,20,57
44.0,5.0,7,49
44.0,5.0,9,38
44.0,5.0,18,64
44.0,5.0,13,55
44.0,5.0,11,61
44.0,5.0,12,66
44.0,5.0,16,80
44.0,5.0,1,34
44.0,5.0,21,78
44.0,5.0,14,45
44.0,5.0,8,71
44.0,5.0,2,34
44.0,5.0,15,58
44.0,5.0,19,39
42.0,9.25,15,39
42.0,9.25,16,35
42.0,9.25,22,128
42.0,9.25,7,17
42.0,9.25,0,23
42.0,9.25,17,42
42.0,9.25,8,18
42.0,9.25,4,82
42.0,9.25,5,81
42.0,9.25,9,27
42.0,9.25,21,37
42.0,9.25,1,12
42.0,9.25,11,18
42.0,9.25,13,21
42.0,9.25,3,29
42.0,9.25,6,29
42.0,9.25,18,25
42.0,9.25,12,26
42.0,9.25,14,24
42.0,9.25,19,14
42.0,9.25,20,29
42.0,9.25,23,36
42.0,9.25,2,16
42.0,9.25,10,17
42.75,3.0,5,115
42.75,3.0,6,127
42.75,3.0,15,160
42.75,3.0,4,96
42.75,3.0,17,118
42.75,3.0,16,143
42.75,3.0,1,85
42.75,3.0,23,76
42.75,3.0,3,63
42.75,3.0,14,128
42.75,3.0,19,84
42.75,3.0,9,97
42.75,3.0,12,123
42.75,3.0,20,58
42.75,3.0,10,81
42.75,3.0,0,84
42.75,3.0,13,154
42.75,3.0,22,95
42.75,3.0,21,81
42.75,3.0,11,91
42.75,3.0,7,109
42.75,3.0,18,95
42.75,3.0,2,78
42.75,3.0,8,107
43.75,4.25,22,35
43.75,4.25,19,20
43.75,4.25,7,22
43.75,4.25,23,37
43.75,4.25,5,53
43.75,4.25,20,17
43.75,4.25,14,23
43.75,4.25,15,34
43.75,4.25,0,39
43.75,4.25,13,36
43.75,4.25,4,29
43.75,4.25,6,21
43.75,4.25,17,34
43.75,4.25,12,35
43.75,4.25,8,19
43.75,4.25,21,28
43.75,4.25,10,22
43.75,4.25,11,19
43.75,4.25,1,15
43.75,4.25,2,21
43.75,4.25,16,27
43.75,4.25,3,15
43.75,4.25,9,17
43.75,4.25,18,13
44.25,4.0,22,50
44.25,4.0,3,99
44.25,4.0,15,82
44.25,4.0,5,135
44.25,4.0,23,209
44.25,4.0,1,52
44.25,4.0,16,69
44.25,4.0,0,74
44.25,4.0,8,66
44.25,4.0,21,55
44.25,4.0,13,57
44.25,4.0,6,58
44.25,4.0,7,41
44.25,4.0,17,35
44.25,4.0,11,51
44.25,4.0,20,44
44.25,4.0,10,65
44.25,4.0,18,39
44.25,4.0,14,52
44.25,4.0,4,112
44.25,4.0,9,47
44.25,4.0,19,37
44.25,4.0,2,23
44.25,4.0,12,48
42.5,3.0,8,32
42.5,3.0,10,53
42.5,3.0,7,39
42.5,3.0,20,19
42.5,3.0,23,161
42.5,3.0,5,113
42.5,3.0,17,40
42.5,3.0,18,37
42.5,3.0,0,67
42.5,3.0,21,36
42.5,3.0,11,29
42.5,3.0,16,58
42.5,3.0,4,50
42.5,3.0,6,37
42.5,3.0,15,45
42.5,3.0,19,28
42.5,3.0,22,19
42.5,3.0,9,24
42.5,3.0,1,40
42.5,3.0,13,33
42.5,3.0,14,29
42.5,3.0,12,52
42.5,3.0,3,26
42.5,3.0,2,22
44.75,3.25,13,29
44.75,3.25,8,20
44.75,3.25,7,40
44.75,3.25,10,25
44.75,3.25,17,48
44.75,3.25,22,15
44.75,3.25,4,31
44.75,3.25,9,18
44.75,3.25,12,53
44.75,3.25,11,34
44.75,3.25,5,112
44.75,3.25,23,85
44.75,3.25,19,23
44.75,3.25,16,32
44.75,3.25,18,25
44.75,3.25,0,47
44.75,3.25,3,19
44.75,3.25,14,27
44.75,3.25,20,12
44.75,3.25,21,19
44.75,3.25,6,28
44.75,3.25,15,37
44.75,3.25,1,17
44.75,3.25,2,20
43.75,4.75,0,27
43.75,4.75,15,11
43.75,4.75,11,20
43.75,4.75,2,28
43.75,4.75,5,38
43.75,4.75,17,14
43.75,4.75,8,14
43.75,4.75,21,30
43.75,4.75,6,14
43.75,4.75,9,29
43.75,4.75,23,21
43.75,4.75,13,6
43.75,4.75,16,15
43.75,4.75,3,12
43.75,4.75,12,28
43.75,4.75,1,14
43.75,4.75,14,10
43.75,4.75,10,8
43.75,4.75,18,16
43.75,4.75,7,27
43.75,4.75,4,19
43.75,4.75,19,11
43.75,4.75,20,8
43.75,4.75,22,8
44.0,4.5,0,31
44.0,4.5,5,49
44.0,4.5,4,49
44.0,4.5,1,12
44.0,4.5,16,22
44.0,4.5,21,13
44.0,4.5,13,15
44.0,4.5,17,21
44.0,4.5,22,17
44.0,4.5,23,56
44.0,4.5,12,29
44.0,4.5,3,19
44.0,4.5,19,21
44.0,4.5,18,29
44.0,4.5,2,26
44.0,4.5,20,10
44.0,4.5,11,29
44.0,4.5,7,20
44.0,4.5,10,10
44.0,4.5,15,26
44.0,4.5,9,37
44.0,4.5,8,20
44.0,4.5,14,11
44.0,4.5,6,10
43.5,2.75,18,22
43.5,2.75,2,56
43.5,2.75,16,23
43.5,2.75,8,21
43.5,2.75,17,33
43.5,2.75,23,76
43.5,2.75,11,24
43.5,2.75,7,28
43.5,2.75,15,47
43.5,2.75,4,26
43.5,2.75,5,63
43.5,2.75,19,43
43.5,2.75,10,23
43.5,2.75,1,15
43.5,2.75,3,25
43.5,2.75,0,64
43.5,2.75,9,35
43.5,2.75,14,27
43.5,2.75,6,29
43.5,2.75,21,43
43.5,2.75,22,13
43.5,2.75,20,14
43.5,2.75,13,22
43.5,2.75,12,27
42.75,2.75,20,32
42.75,2.75,5,132
42.75,2.75,6,75
42.75,2.75,1,37
42.75,2.75,23,172
42.75,2.75,17,54
42.75,2.75,14,54
42.75,2.75,2,114
42.75,2.75,4,90
42.75,2.75,0,117
42.75,2.75,8,48
42.75,2.75,15,66
42.75,2.75,18,69
42.75,2.75,22,42
42.75,2.75,19,62
42.75,2.75,3,68
42.75,2.75,7,38
42.75,2.75,21,81
42.75,2.75,11,51
42.75,2.75,13,54
42.75,2.75,10,21
42.75,2.75,9,37
42.75,2.75,16,58
42.75,2.75,12,68
47.75,-2.75,7,79
47.75,-2.75,18,127
47.75,-2.75,12,158
47.75,-2.75,1,74
47.75,-2.75,15,180
47.75,-2.75,6,110
47.75,-2.75,16,136
47.75,-2.75,3,97
47.75,-2.75,14,105
47.75,-2.75,22,59
47.75,-2.75,13,122
47.75,-2.75,4,164
47.75,-2.75,2,116
47.75,-2.75,10,69
47.75,-2.75,17,131
47.75,-2.75,23,174
47.75,-2.75,20,83
47.75,-2.75,11,117
47.75,-2.75,5,189
47.75,-2.75,8,102
47.75,-2.75,0,223
47.75,-2.75,21,99
47.75,-2.75,19,94
47.75,-2.75,9,99
47.75,-3.25,16,107
47.75,-3.25,8,66
47.75,-3.25,14,87
47.75,-3.25,0,150
47.75,-3.25,4,131
47.75,-3.25,6,88
47.75,-3.25,15,68
47.75,-3.25,5,201
47.75,-3.25,19,50
47.75,-3.25,23,106
47.75,-3.25,18,70
47.75,-3.25,9,62
47.75,-3.25,11,42
47.75,-3.25,3,73
47.75,-3.25,12,94
47.75,-3.25,7,62
47.75,-3.25,13,76
47.75,-3.25,10,43
47.75,-3.25,1,47
47.75,-3.25,2,62
47.75,-3.25,21,83
47.75,-3.25,17,57
47.75,-3.25,20,47
47.75,-3.25,22,39
48.0,-1.5,8,114
48.0,-1.5,1,62
48.0,-1.5,10,36
48.0,-1.5,4,86
48.0,-1.5,14,62
48.0,-1.5,23,102
48.0,-1.5,7,72
48.0,-1.5,11,34
48.0,-1.5,5,122
48.0,-1.5,2,65
48.0,-1.5,16,93
48.0,-1.5,0,177
48.0,-1.5,17,68
48.0,-1.5,20,49
48.0,-1.5,19,79
48.0,-1.5,18,89
48.0,-1.5,15,78
48.0,-1.5,9,64
48.0,-1.5,13,73
48.0,-1.5,3,62
48.0,-1.5,6,55
48.0,-1.5,12,78
48.0,-1.5,22,39
48.0,-1.5,21,79
48.0,-1.75,9,261
48.0,-1.75,13,252
48.0,-1.75,21,257
48.0,-1.75,16,323
48.0,-1.75,17,284
48.0,-1.75,3,234
48.0,-1.75,18,220
48.0,-1.75,20,245
48.0,-1.75,1,222
48.0,-1.75,8,294
48.0,-1.75,5,365
48.0,-1.75,23,368
48.0,-1.75,22,165
48.0,-1.75,14,203
48.0,-1.75,19,241
48.0,-1.75,4,389
48.0,-1.75,0,570
48.0,-1.75,15,348
48.0,-1.75,7,346
48.0,-1.75,12,256
48.0,-1.75,10,242
48.0,-1.75,6,331
48.0,-1.75,2,263
48.0,-1.75,11,218
48.5,-2.0,18,74
48.5,-2.0,20,60
48.5,-2.0,7,111
48.5,-2.0,2,66
48.5,-2.0,4,133
48.5,-2.0,5,136
48.5,-2.0,8,91
48.5,-2.0,11,38
48.5,-2.0,21,66
48.5,-2.0,12,94
48.5,-2.0,3,45
48.5,-2.0,6,51
48.5,-2.0,19,74
48.5,-2.0,23,98
48.5,-2.0,0,189
48.5,-2.0,16,120
48.5,-2.0,17,100
48.5,-2.0,14,65
48.5,-2.0,15,113
48.5,-2.0,10,50
48.5,-2.0,13,58
48.5,-2.0,1,46
48.5,-2.0,9,98
48.5,-2.0,22,54
47.5,-3.0,9,266
47.5,-3.0,6,165
47.5,-3.0,13,178
47.5,-3.0,7,170
47.5,-3.0,19,166
47.5,-3.0,10,290
47.5,-3.0,12,169
47.5,-3.0,17,191
47.5,-3.0,0,204
47.5,-3.0,1,162
47.5,-3.0,5,223
47.5,-3.0,3,323
47.5,-3.0,22,208
47.5,-3.0,23,304
47.5,-3.0,2,167
47.5,-3.0,11,259
47.5,-3.0,4,325
47.5,-3.0,15,161
47.5,-3.0,20,122
47.5,-3.0,16,182
47.5,-3.0,21,134
47.5,-3.0,8,185
47.5,-3.0,18,157
47.5,-3.0,14,115
48.75,-2.0,6,105
48.75,-2.0,7,116
48.75,-2.0,3,114
48.75,-2.0,5,109
48.75,-2.0,0,275
48.75,-2.0,13,86
48.75,-2.0,20,80
48.75,-2.0,18,91
48.75,-2.0,2,85
48.75,-2.0,21,71
48.75,-2.0,17,142
48.75,-2.0,19,95
48.75,-2.0,16,164
48.75,-2.0,11,77
48.75,-2.0,4,136
48.75,-2.0,8,93
48.75,-2.0,23,194
48.75,-2.0,22,101
48.75,-2.0,9,94
48.75,-2.0,15,94
48.75,-2.0,1,101
48.75,-2.0,10,73
48.75,-2.0,12,98
48.75,-2.0,14,64
48.0,-3.0,8,68
48.0,-3.0,6,52
48.0,-3.0,18,51
48.0,-3.0,3,44
48.0,-3.0,0,177
48.0,-3.0,1,78
48.0,-3.0,10,57
48.0,-3.0,23,118
48.0,-3.0,14,48
48.0,-3.0,17,91
48.0,-3.0,15,55
48.0,-3.0,9,104
48.0,-3.0,13,40
48.0,-3.0,16,78
48.0,-3.0,11,51
48.0,-3.0,12,63
48.0,-3.0,4,77
48.0,-3.0,7,90
48.0,-3.0,22,43
48.0,-3.0,21,73
48.0,-3.0,5,79
48.0,-3.0,19,46
48.0,-3.0,2,33
48.0,-3.0,20,33
47.75,-3.5,22,16
47.75,-3.5,12,38
47.75,-3.5,7,37
47.75,-3.5,1,61
47.75,-3.5,15,50
47.75,-3.5,5,85
47.75,-3.5,19,35
47.75,-3.5,9,67
47.75,-3.5,0,98
47.75,-3.5,14,54
47.75,-3.5,8,41
47.75,-3.5,6,49
47.75,-3.5,13,43
47.75,-3.5,16,63
47.75,-3.5,17,64
47.75,-3.5,2,21
47.75,-3.5,23,59
47.75,-3.5,11,26
47.75,-3.5,21,38
47.75,-3.5,3,15
47.75,-3.5,18,24
47.75,-3.5,10,25
47.75,-3.5,20,15
47.75,-3.5,4,28
48.0,-4.0,21,59
48.0,-4.0,0,142
48.0,-4.0,16,96
48.0,-4.0,11,127
48.0,-4.0,6,116
48.0,-4.0,4,142
48.0,-4.0,9,138
48.0,-4.0,18,76
48.0,-4.0,7,98
48.0,-4.0,22,70
48.0,-4.0,15,96
48.0,-4.0,1,138
48.0,-4.0,17,124
48.0,-4.0,8,86
48.0,-4.0,19,86
48.0,-4.0,23,127
48.0,-4.0,3,91
48.0,-4.0,5,98
48.0,-4.0,2,105
48.0,-4.0,20,87
48.0,-4.0,14,60
48.0,-4.0,12,92
48.0,-4.0,13,108
48.0,-4.0,10,126
47.75,-3.0,10,316
47.75,-3.0,5,372
47.75,-3.0,2,290
47.75,-3.0,21,246
47.75,-3.0,9,396
47.75,-3.0,18,247
47.75,-3.0,3,378
47.75,-3.0,23,349
47.75,-3.0,13,246
47.75,-3.0,16,277
47.75,-3.0,15,269
47.75,-3.0,0,528
47.75,-3.0,1,388
47.75,-3.0,14,186
47.75,-3.0,6,194
47.75,-3.0,7,392
47.75,-3.0,4,369
47.75,-3.0,19,261
47.75,-3.0,8,296
47.75,-3.0,17,262
47.75,-3.0,11,329
47.75,-3.0,22,276
47.75,-3.0,20,238
47.75,-3.0,12,243
48.25,-1.75,22,7
48.25,-1.75,21,2
48.25,-1.75,12,10
48.25,-1.75,3,7
48.25,-1.75,1,14
48.25,-1.75,9,9
48.25,-1.75,17,11
48.25,-1.75,15,4
48.25,-1.75,11,13
48.25,-1.75,10,3
48.25,-1.75,8,15
48.25,-1.75,0,15
48.25,-1.75,19,11
48.25,-1.75,2,6
48.25,-1.75,14,8
48.25,-1.75,18,7
48.25,-1.75,5,17
48.25,-1.75,7,9
48.25,-1.75,4,9
48.25,-1.75,6,15
48.25,-1.75,13,7
48.25,-1.75,16,3
48.25,-1.75,20,4
48.25,-1.75,23,7
48.75,-3.5,2,6
48.75,-3.5,19,9
48.75,-3.5,11,7
48.75,-3.5,5,14
48.75,-3.5,8,9
48.75,-3.5,0,24
48.75,-3.5,22,1
48.75,-3.5,3,5
48.75,-3.5,12,8
48.75,-3.5,4,14
48.75,-3.5,17,10
48.75,-3.5,7,11
48.75,-3.5,13,7
48.75,-3.5,14,7
48.75,-3.5,20,8
48.75,-3.5,9,13
48.75,-3.5,1,15
48.75,-3.5,6,9
48.75,-3.5,21,4
48.75,-3.5,23,5
48.75,-3.5,16,7
48.75,-3.5,15,9
48.75,-3.5,18,8
48.75,-3.5,10,7
47.75,-4.25,15,37
47.75,-4.25,4,56
47.75,-4.25,7,58
47.75,-4.25,10,22
47.75,-4.25,12,36
47.75,-4.25,0,53
47.75,-4.25,21,15
47.75,-4.25,2,19
47.75,-4.25,5,46
47.75,-4.25,16,33
47.75,-4.25,20,35
47.75,-4.25,14,33
47.75,-4.25,13,36
47.75,-4.25,6,22
47.75,-4.25,17,32
47.75,-4.25,8,36
47.75,-4.25,11,33
47.75,-4.25,23,42
47.75,-4.25,19,30
47.75,-4.25,18,22
47.75,-4.25,1,42
47.75,-4.25,22,19
47.75,-4.25,3,53
47.75,-4.25,9,29
47.75,-2.5,3,88
47.75,-2.5,7,91
47.75,-2.5,0,121
47.75,-2.5,14,48
47.75,-2.5,13,82
47.75,-2.5,16,54
47.75,-2.5,22,48
47.75,-2.5,12,52
47.75,-2.5,6,67
47.75,-2.5,2,90
47.75,-2.5,4,118
47.75,-2.5,8,89
47.75,-2.5,10,56
47.75,-2.5,5,112
47.75,-2.5,15,46
47.75,-2.5,1,83
47.75,-2.5,20,43
47.75,-2.5,9,66
47.75,-2.5,17,40
47.75,-2.5,21,32
47.75,-2.5,23,68
47.75,-2.5,11,54
47.75,-2.5,18,33
47.75,-2.5,19,25
50.0,2.25,9,120
50.0,2.25,23,116
50.0,2.25,10,102
50.0,2.25,11,156
50.0,2.25,6,198
50.0,2.25,3,174
50.0,2.25,0,248
50.0,2.25,16,218
50.0,2.25,7,212
50.0,2.25,1,163
50.0,2.25,2,151
50.0,2.25,17,158
50.0,2.25,18,110
50.0,2.25,8,179
50.0,2.25,4,276
50.0,2.25,22,100
50.0,2.25,5,219
50.0,2.25,15,225
50.0,2.25,12,164
50.0,2.25,13,194
50.0,2.25,20,121
50.0,2.25,19,114
50.0,2.25,14,138
50.0,2.25,21,100
49.75,3.25,19,52
49.75,3.25,22,57
49.75,3.25,8,118
49.75,3.25,3,50
49.75,3.25,17,115
49.75,3.25,15,116
49.75,3.25,0,143
49.75,3.25,5,126
49.75,3.25,20,76
49.75,3.25,7,132
49.75,3.25,14,77
49.75,3.25,18,75
49.75,3.25,23,90
49.75,3.25,4,105
49.75,3.25,6,107
49.75,3.25,12,100
49.75,3.25,1,72
49.75,3.25,13,107
49.75,3.25,9,89
49.75,3.25,16,140
49.75,3.25,11,81
49.75,3.25,2,66
49.75,3.25,10,76
49.75,3.25,21,77
50.0,3.0,18,65
50.0,3.0,19,35
50.0,3.0,23,81
50.0,3.0,9,85
50.0,3.0,17,75
50.0,3.0,12,57
50.0,3.0,6,69
50.0,3.0,20,57
50.0,3.0,10,67
50.0,3.0,15,52
50.0,3.0,4,82
50.0,3.0,8,91
50.0,3.0,14,45
50.0,3.0,16,75
50.0,3.0,2,61
50.0,3.0,21,79
50.0,3.0,11,44
50.0,3.0,3,49
50.0,3.0,13,59
50.0,3.0,1,74
50.0,3.0,0,77
50.0,3.0,22,27
50.0,3.0,5,97
50.0,3.0,7,84
50.0,1.75,12,66
50.0,1.75,2,71
50.0,1.75,11,54
50.0,1.75,16,127
50.0,1.75,5,93
50.0,1.75,3,33
50.0,1.75,6,98
50.0,1.75,21,45
50.0,1.75,18,49
50.0,1.75,9,70
50.0,1.75,0,79
50.0,1.75,13,77
50.0,1.75,7,118
50.0,1.75,4,98
50.0,1.75,1,66
50.0,1.75,20,52
50.0,1.75,23,38
50.0,1.75,17,62
50.0,1.75,10,52
50.0,1.75,8,96
50.0,1.75,15,44
50.0,1.75,22,29
50.0,1.75,19,35
50.0,1.75,14,36
49.75,2.25,4,126
49.75,2.25,12,68
49.75,2.25,16,93
49.75,2.25,22,39
49.75,2.25,23,38
49.75,2.25,7,81
49.75,2.25,20,48
49.75,2.25,0,101
49.75,2.25,18,61
49.75,2.25,14,56
49.75,2.25,21,45
49.75,2.25,5,105
49.75,2.25,15,93
49.75,2.25,2,83
49.75,2.25,3,82
49.75,2.25,17,82
49.75,2.25,6,65
49.75,2.25,13,73
49.75,2.25,9,88
49.75,2.25,1,82
49.75,2.25,11,57
49.75,2.25,10,48
49.75,2.25,8,88
49.75,2.25,19,75
49.25,2.5,5,83
49.25,2.5,4,80
49.25,2.5,23,38
49.25,2.5,8,63
49.25,2.5,18,44
49.25,2.5,7,43
49.25,2.5,16,84
49.25,2.5,13,69
49.25,2.5,9,77
49.25,2.5,6,64
49.25,2.5,12,50
49.25,2.5,10,58
49.25,2.5,0,77
49.25,2.5,21,50
49.25,2.5,1,66
49.25,2.5,3,34
49.25,2.5,19,44
49.25,2.5,11,68
49.25,2.5,14,45
49.25,2.5,15,57
49.25,2.5,2,36
49.25,2.5,22,34
49.25,2.5,17,73
49.25,2.5,20,36
