lat,lon,hour,ping_count
37.5,127.0,18,276166
37.5,127.0,15,259598
37.5,127.0,23,264948
37.5,127.0,16,281563
37.5,127.0,17,262609
37.5,127.0,14,244655
37.5,127.0,6,280739
37.5,127.0,12,244030
37.5,127.0,8,300657
37.5,127.0,10,247074
37.5,127.0,4,299166
37.5,127.0,20,238850
37.5,127.0,7,316383
37.5,127.0,3,275178
37.5,127.0,5,296702
37.5,127.0,1,286568
37.5,127.0,19,259772
37.5,127.0,22,219969
37.5,127.0,9,271274
37.5,127.0,2,280390
37.5,127.0,0,290763
37.5,127.0,13,239189
37.5,126.75,16,21949
37.5,126.75,9,20199
37.5,126.75,23,20035
37.5,126.75,12,23132
37.5,126.75,3,22038
37.5,126.75,8,23810
37.5,126.75,1,22444
37.5,126.75,14,20925
37.5,126.75,21,18750
37.5,126.75,18,20759
37.5,126.75,10,18484
37.5,126.75,2,23821
37.5,126.75,11,22852
37.5,126.75,7,24251
37.5,126.75,4,26880
37.5,126.75,0,22583
37.5,126.75,13,20368
37.5,126.75,20,16879
37.5,126.75,6,25171
37.5,126.75,19,21045
37.5,126.75,15,22126
37.5,126.75,5,25430
37.5,126.75,17,20842
37.5,126.75,22,13250
36.75,126.5,6,1426
36.75,126.5,19,902
36.75,126.5,8,1264
36.75,126.5,23,1460
36.75,126.5,15,1553
36.75,126.5,0,1805
36.75,126.5,2,1340
36.75,126.5,7,1752
36.75,126.5,5,2150
36.75,126.5,21,2157
36.75,126.5,13,1127
36.75,126.5,14,1148
36.75,126.5,3,1136
36.75,126.5,4,2543
36.75,126.5,10,1073
36.75,126.5,22,1963
36.75,126.5,20,1165
36.75,126.5,18,1123
36.75,126.5,16,1633
36.75,126.5,1,1042
36.75,126.5,11,1297
36.75,126.5,9,1248
36.75,126.5,12,1107
36.75,126.5,17,1752
37.75,126.5,0,2716
37.75,126.5,3,1759
37.75,126.5,17,1678
37.75,126.5,23,2584
37.75,126.5,19,1702
37.75,126.5,6,2101
